index,IT_job_criteria,Is_Programmer/System Developer/Software Engineer,Is_Full Stack Developer,Is_Data Analyst,Is_BI Developer,Is_Data Scientist,Is_IoT Engineer,Is_QA Engineer,Is_System Analyst,Is_Backend Developer,Is_Mobile Developer,Is_IT Support,Is_Project Manager,Is_System Engineer,Is_Database Administrator,Is_Business Analyst,Is_Front-End Developer,Is_System Administrator,Is_Data Engineer,Is_AI Engineer,Is_DevOps Engineer,Is_SAP Specialist,Is_Solution Architect,Is_Scrum Master,Is_Product manager/Owner,Is_Cloud Engineer,Is_Security Analyst,Is_IT Solution Consultant,Is_Presales Engineer,Is_Network Engineer/Senior Network Engineer,Is_bachelor,Is_Master,IS_PhD,is_missing,Degree_1,Degree_2,Is_CS,Is_CPE,IS_IT,Is_MIS,Is_EE,Is_Data Science,Is_Mathematics,Is_Statistics,Is_Finance,Is_Accounting,Is_Information Systems,Is_Business Management,Is_Engineering,Is_Software Engineering,Is_Business Administration,Is_Business Technology,Is_Technology,Is_Network,Is_Software Development,Is_Business Computer,Is_Electronic Engineering,Is_Mechatronics,Is_Cybersecurity,Is_Actuarial Science,Is_Data Engineering,Is_Telecommunication Engineering,Is_Economics,Is_Marketing,Is_Science & Technology,Is_Mechanical Engineering,Is_Computer,Is_Management,Is_Business analytics,Is_Data Analytics,Is_Industrial Engineering,Is_Manufacturing Engineering,Is_Artificial Intelligence,Is_Data Mining,Is_Supply Chain,Is_Accounting Information System,Is_Information Management,Is_Physics,Is_Science,Is_missing,Major_1,Major_2,Major_3,Major_4,Major_5,Major_6,Job_year_experience,Company_name,Is_C#,IS_JAVA,Is_Python,Is_JS,Is_C++,Is_R,Is_C,Is_VB,Is_COBOL,Is_TypeScript,Is_HTML,Is_CSS,Is_Golang,Is_Node.js,Is_VB.NET,Is_PHP,Is_JavaScript(ES6),Is_Ruby,Is_RPG,Is_Kotlin,Is_Dart,Is_Scala,Is_C#.NET,Is_HTML5,Is_Swift,Is_Embedded C,Is_Objective-C,Is_JavaScript (ES6+),Is_CSS3,Is_Bash,Is_PowerShell,Is_Sass,Is_Less,Is_XML,Is_TypeScript 4+,Is_VBA,Is_Rust,Is_JSP,Is_Apex,Is_Servlet,Is_SAS,Is_Missing,Programing_language,Programing_language_1,Programing_language_2,Programing_language_3,Programing_language_4,Programing_language_5,Programing_language_6,Programing_language_7,Is_Spring_Boot,Is_Angular,Is_ASP.NET Core,Is_.NET,Is_React,Is_Vue.js,Is_Next.js,Is_Node.js,Is_Express.js,Is_SAP_CAP,Is_Kafka,Is_Laravel,Is_NumPy,Is_Pandas,Is_TensorFlow,Is_PyTorch,Is_Scikit-learn,Is_Nest.js,Is_Flutter,Is_Nuxt.js,Is_Hibernate,Is_Android_Jetpack,Is_Robot_Framework,Is_Flask,Is_Matplotlib,Is_LangChain,Is_LangGraph,Is_Zend,Is_AngularJS,Is_Angular 16+,Is_Bootstrap,"Is_ASP.NET_MVC
",Is_Cypress,Is_WPF,Is_VB.Net,Is_TailwindCSS,Is_XGBoost,Is_Selenium,Is_Swagger,Is_jQuery,Is_Playwright,Is_JMeter,Is_k6,Is_Apache_Spark,Is_Hadoop,Is_UiPath,Is_Hive,Is_Entity_Framework,Is_XML,Is_React_Native,Is_JBehave,Is_Oracle_EBS,Is_Oracle_Forms,Is_FastAPI,Is_Xamarin,Is_GetX,Is_Apache_Nifi,Is_Django,Is_Django_REST_framework,Is_Codeigniter,Is_AJAX,Is_Svelte,Is_Pyspark,Is_ASP.NET Core MVC,Is_Flux,Is_Koa,Is_Webpack,Is_Ant_Design,Is_Slim,Is_Spring,Is_Struts2,Is_Cloudera,Is_Storm,Is_MapReduce,Is_Svelte_Kit,Is_Java_Spring,Is_Vue.js_2,Is_Angular_14+,Is_Powerbuilder,Is_Nx,Is_Gin,Is_ASP.NET,Is_Visual_Studio.Net,Is_Missing,Is_Frontend_Framwork,Is_Backend_Frameworks ,Is_Data_Science / ML,Is_Big_Data,Is_Testing / QA,Is_Dev_Tool,Is_Mobile_Development,Is_Others / Legacy / Specific Tools ,Is_Missing,Programming_framework_1,Programming_framework_2,Programming_framework_3,Programming_framework_4,Programming_framework_5,Programming_framework_6,Programming_framework_7,Programming_framework_8,Programming_framework_9,Is_SQL,Is_MySQL,Is_PostgreSQL,Is_MongoDB,Is_SQL_Server,Is_PL/SQL,Is_Oracle,Is_AS400,Is_InfluxDB,Is_DB2,Is_Redis,Is_NoSQL,Is_MariaDB,Is_ArangoDB,Is_Firebase,Is_ElasticSearch,Is_RDBMS,Is_SQLite,Is_Realm,Is_BigQuery,Is_HIve_SQL,Is_Cassandra,Is_informix,Is_Talend,Is_Missing,DB_Skill,DB_Skill_1,DB_Skill_2,DB_Skill_3,DB_Skill_4,DB_Skill_5,Is_Git,Is_GitHub,Is_GitLab,Is_BitBucket,Is_Gitflow,Is_Missing,Code_management_skill,Code_management_skill_1,Code_management_skill_2,Code_management_skill_3,Programming Related,AI/ML-Related,DataAnalytic-Related,Web-Tech Related,System Operational,Network-security Related,Cloud Related,QA-Related,Banking,Business/Finance-Knowledge Related,Project Management-Skill,Data science,SAP-related,Interface Desgin,Gaming/3D design,HR-Related,HealthCare,Hardware-Iot,Law-related,Other,Is_Missing,Specialist_skills,Specialist_skill_1,Specialist_skill_2,Specialist_skill_3,Specialist_skill_4,Specialist_skill_5,Specialist_skill_6,Specialist_skill_7,Specialist_skill_8,Specialist_skill_9,Specialist_skill_10,Specialist_skill_11,Specialist_skill_12,Specialist_skill_13,Specialist_skill_14,Specialist_skill_15,Specialist_skill_16,Specialist_skill_17,Specialist_skill_18,Specialist_skill_19,Specialist_skill_20,Specialist_skill_21,Is_PMP,Is_CCNA,Is_MCSA,Is_MCSE,Is_NCA,Is_VCP,Is_Linux+,Is_ServiceNow_CSA,Is_ITSM_certifications,Is_CSM_certifications,Is_TSM_certifications,Is_ISTQB_Agile_Tester,Is_NSE4,Is_NSE5,Is_CCNP,Is_Arista_ACE,Is_Network+,Is_Security+,Is_PMI_ACP,Is_AZ-104,Is_AWS Certified_DevOps_Engineer,Is_Azure_DevOps_Engineer_Expert,Is_Missing,Is_Network_Related,Is_Cloud_Related,Is_System_operation,Is_Microsoft,Is_Finance_Business,Is_Project_Mgmt,Is_Missing,IT_Certificate_1,IT_Certificate_2,IT_Certificate_3,IT_Certificate_4,IT_Certificate_5,IT_Certificate_6,IT_Certificate_7,English_profiency,Non_English_proficency,Is_Thai,Is_Japanese,Is_Korean,Non_English_lang,Non_English_lang_{i},Is_TOEIC,Is_IELTS,Is_TOEFL_iBT,Is_missing,English_test,English_test_score,Non_English_Test_score,Is_JLPT,Non_English_Test_{i},Non_English_Test_score_{i},Company_salary,ism_tech_salary,Selected_Salary,Salary_with_Noise,Salary_Scaled,,,Remarks,,,,,,,,,,,,,,
458,Full Stack Developer,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Bachelor,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Computer Science,Computer Engineering,Information Technology,,,,3,"Possefy Group Co., Ltd.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Java,Kotlin,PHP,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,Laravel,Zend,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MySQL,,,,,,1,0,0,0,0,0,Git,,,,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Mobile Application Development,Web Application Development,Database Design,Database development,MVC Architecture,REST API,System Testing,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,,,,,,,,,0,0,0,,,0,0,0,1,,,,,,,25000,60000,25000,24906,-0.876260391,https://drive.google.com/file/d/1q-X-gzg2Chn_XFxM2pf8USLyfxSic64K/view?usp=drive_link,https://www.jobtopgun.com/en/job/19856/322,,,,,,,,,,,,,,,
459,Full Stack Developer,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Bachelor,,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Computer Science,Information Technology,Engineering,Supply Chain,,,5,"Possefy Group Co., Ltd.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Java,Kotlin,PHP,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,Laravel,Zend,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MySQL,,,,,,1,0,0,0,0,0,Git,,,,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Mobile Application Development,Web Application Development,Database Design,Database development,MVC Architecture,REST API,System Testing,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,,,,,,,,,0,0,0,,,0,0,0,1,,,,,,,40000,80000,40000,41127,-0.269947679,https://drive.google.com/file/d/1q-X-gzg2Chn_XFxM2pf8USLyfxSic64K/view?usp=drive_link,https://www.jobtopgun.com/en/job/19856/322,,,,,,,,,,,,,,,
460,System Analyst,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Bachelor,,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Computer Science,Information Technology,Engineering,Supply Chain,,,3,Stream I.T. Consulting Ltd.,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,Java,JSP,Servlet,JS,,,,,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,1,1,0,0,0,0,1,0,0,.NET,Java Spring,React,React Native,,,,,,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SQL,SQL Server,Oracle,,,,1,0,0,0,0,0,Git,,,,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,DB2,System Analysis,System Design,Application software development,Application software modification,Application software documentation,Application software maintenance,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,,,,,,,,,0,0,0,,,0,0,0,1,,,,,,,,65000,65000,67936,0.732126022,https://drive.google.com/file/d/12J9Yoe4WnSxnECBmxM4ykpBY5k8zduQH/view?usp=drive_link,https://www.jobtopgun.com/en/job/635/626,,,,,,,,,,,,,,,
461,Programmer/System Developer/Software Engineer,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Bachelor,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,2,Business Edge Personnel Services Recruitment Limited,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HTML5,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SQL Server,,,,,,0,0,0,0,0,1,,,,,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,WA toolset,MHE/ERP systems,SQL queries development,"Design documents (Visio, Word, Excel)",SSRS,SQL query optimization,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,,,,,,,1,,0,0,0,,,0,0,0,1,,,,,,,30000,,30000,29005,-0.723046914,https://drive.google.com/file/d/1ZJkiht_RdLmG-IvBNwHsw6Ig3sqnAELI/view?usp=drive_link,https://www.jobtopgun.com/en/job/280698/98,Agency,,,,,,,,,,,,,,
462,Programmer/System Developer/Software Engineer,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Bachelor,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Computer Science,,,,,,3,Business Edge Personnel Services Recruitment Limited,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HTML5,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SQL Server,,,,,,0,0,0,0,0,1,,,,,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,WA toolset,MHE/ERP systems,SQL queries development,"Design documents (Visio, Word, Excel)",SSRS,SQL query optimization,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,,,,,,,1,,0,0,0,,,0,0,0,1,,,,,,,60000,,60000,58735,0.388208676,https://drive.google.com/file/d/1ZJkiht_RdLmG-IvBNwHsw6Ig3sqnAELI/view?usp=drive_link,https://www.jobtopgun.com/en/job/280698/98,Agency,,,,,,,,,,,,,,
463,Programmer/System Developer/Software Engineer,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Bachelor,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Computer Science,,,,,,4,PPCNSEO COMPANY LIMITED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PHP,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,jQuery,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MySQL,,,,,,1,0,0,0,0,0,Git,,,,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Web-based systems,System development,System maintenance,System optimization,PHP Development,PHP OOP/MVC,Frontend Development,Web pages development,Database Management,Database Design,API Integration,Agile development,DevOps,Linux command (Entry Level),,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,,,,,,,,,0,0,0,,,0,0,0,1,,,,,,,30000,67500,30000,31500,-0.629788162,https://drive.google.com/file/d/1r_rKpq_seWvXC2QXkQ4fzVBOwbFGGoml/view?usp=drive_link,https://www.jobtopgun.com/en/job/28757/18,,,,,,,,,,,,,,,
464,Programmer/System Developer/Software Engineer,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Bachelor,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,3,"J.F. Advance Med Co., Ltd.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dart,Kotlin,Swift,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,1,0,0,Flutter,.NET,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,0,0,0,0,0,Git,,,,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cross-platform mobile app development,Architecture design,large-scale app development,State management,REST API,Unit Testing,Firebase,cloud platforms,GraphQL,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,,,,,,,1,,0,0,0,,,0,0,0,1,,,,,,,15000,,15000,14250,-1.274563101,https://drive.google.com/file/d/1Xiys2zHYkl4nnGG25ANBAYE16I4Yaiaf/view?usp=drive_link,https://www.jobtopgun.com/en/job/5116/142,,,,,,,,,,,,,,,
465,Programmer/System Developer/Software Engineer,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Bachelor,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,5,"J.F. Advance Med Co., Ltd.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dart,Kotlin,Swift,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,1,0,0,Flutter,.NET,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,0,0,0,0,0,Git,,,,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cross-platform mobile app development,Architecture design,large-scale app development,State management,REST API,Unit Testing,Firebase,cloud platforms,GraphQL,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,,,,,,,1,,0,0,0,,,0,0,0,1,,,,,,,30000,,30000,28500,-0.741922934,https://drive.google.com/file/d/1Xiys2zHYkl4nnGG25ANBAYE16I4Yaiaf/view?usp=drive_link,https://www.jobtopgun.com/en/job/5116/142,,,,,,,,,,,,,,,
466,Programmer/System Developer/Software Engineer,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Computer Engineering,Computer Science,,,,,2,Mavence Group Limited,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Java,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,Spring,Spring Boot,Spring Cloud,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,0,0,0,0,0,1,,,,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Backend frameworks,Core Banking,Digital banking,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,,,,,,,1,,0,0,0,,,0,0,0,1,,,,,,,80000,50000,80000,78009,1.108637208,https://drive.google.com/file/d/1gVUlJlh4Mi4sDXdiBN9ewpDZjJ6nlqcK/view?usp=drive_link,https://th.jobsdb.com/th/job/86425319?type=standard&ref=search-standalone&origin=jobCard#sol=d2c043a624b095ee0fb195fd363c46bacb05122a,,,,,,,,,,,,,,,
467,Programmer/System Developer/Software Engineer,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Computer Science,,,,,,3,Mavence Group Limited,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Java,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,Spring,Spring Boot,Spring Cloud,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,0,0,0,0,0,1,,,,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Backend frameworks,Core Banking,Digital banking,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,,,,,,,1,,0,0,0,,,0,0,0,1,,,,,,,120000,65000,120000,120326,2.690372923,https://drive.google.com/file/d/1gVUlJlh4Mi4sDXdiBN9ewpDZjJ6nlqcK/view?usp=drive_link,https://th.jobsdb.com/th/job/86425319?type=standard&ref=search-standalone&origin=jobCard#sol=d2c043a624b095ee0fb195fd363c46bacb05122a,,,,,,,,,,,,,,,
468,System Analyst,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Bachelor,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Computer Science,Information Technology,,,,,1,PTT Digital Solutions Company Limited,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C#.Net,Java,Golang,,,,,,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,1,1,0,0,0,0,0,0,0,asp.net mvc,ASP.Net,React,Node.js,.Net Core,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PL/SQL,,,,,,0,0,0,0,0,1,,,,,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System Analysis,Architecture design,Mobile development,Web Application Development,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,,,,,,,1,,0,0,0,,,1,0,0,0,TOEIC,550,,,,,,40000,40000,38553,-0.366159313,https://drive.google.com/file/d/1C0RgM9yw1cijBd5LYn67dPvMcPKLxI0j/view?usp=drive_link,https://th.jobsdb.com/th/job/86339977?type=standard&ref=search-standalone&origin=jobCard#sol=3ebdf993aefd258b0bf6726f1af1abf68bfd2886,Requires a GPA higher than 2.75 for Computer Engineering majors and 3.0 for Computer Science majors.,,,,,,,,,,,,,,
